service_id,date,exception_type
"3441_345343","20220302","1"
"3441_345343","20220303","1"
"3441_345343","20220304","1"
"3441_345343","20220305","1"
"3441_345343","20220307","1"
"3441_345343","20220308","1"
"3441_345343","20220309","1"
"3441_345343","20220310","1"
"3441_345343","20220311","1"
"3441_345343","20220312","1"
"3441_345343","20220314","1"
"3441_345343","20220315","1"
"3441_345343","20220316","1"
"3441_345343","20220317","1"
"3441_345343","20220318","1"
"3441_345343","20220319","1"
"3441_345343","20220321","1"
"3441_345343","20220322","1"
"3441_345343","20220323","1"
"3441_345343","20220324","1"
"3441_345343","20220325","1"
"3441_345343","20220326","1"
"3441_345343","20220328","1"
"3441_345343","20220329","1"
"3441_345343","20220330","1"
"3441_345343","20220331","1"
"3441_345344","20220306","1"
"3441_345344","20220313","1"
"3441_345344","20220320","1"
"3441_345344","20220327","1"
"3441_345345","20220228","1"
"3441_345345","20220301","1"
"3441_345345","20220302","1"
"3441_345345","20220303","1"
"3441_345345","20220304","1"
"3441_345345","20220305","1"
"3441_345345","20220306","1"
"3441_345345","20220307","1"
"3441_345345","20220308","1"
"3441_345345","20220309","1"
"3441_345345","20220310","1"
"3441_345345","20220311","1"
"3441_345345","20220312","1"
"3441_345345","20220313","1"
"3441_345345","20220314","1"
"3441_345345","20220315","1"
"3441_345345","20220316","1"
"3441_345345","20220317","1"
"3441_345345","20220318","1"
"3441_345345","20220319","1"
"3441_345345","20220320","1"
"3441_345345","20220321","1"
"3441_345345","20220322","1"
"3441_345345","20220323","1"
"3441_345345","20220324","1"
"3441_345345","20220325","1"
"3441_345345","20220326","1"
"3441_345345","20220327","1"
"3441_345345","20220328","1"
"3441_345345","20220329","1"
"3441_345345","20220330","1"
"3441_345345","20220331","1"
"3441_345346","20220228","1"
"3441_345346","20220301","1"
"3441_345346","20220302","1"
"3441_345346","20220303","1"
"3441_345346","20220304","1"
"3441_345346","20220305","1"
"3441_345346","20220307","1"
"3441_345346","20220308","1"
"3441_345346","20220309","1"
"3441_345346","20220310","1"
"3441_345346","20220311","1"
"3441_345346","20220312","1"
"3441_345346","20220314","1"
"3441_345346","20220315","1"
"3441_345346","20220316","1"
"3441_345346","20220317","1"
"3441_345346","20220318","1"
"3441_345346","20220319","1"
"3441_345346","20220321","1"
"3441_345346","20220322","1"
"3441_345346","20220323","1"
"3441_345346","20220324","1"
"3441_345346","20220325","1"
"3441_345346","20220326","1"
"3441_345346","20220328","1"
"3441_345346","20220329","1"
"3441_345346","20220330","1"
"3441_345346","20220331","1"
"3441_345347","20220228","1"
"3441_345347","20220301","1"
"3441_345347","20220302","1"
"3441_345347","20220303","1"
"3441_345347","20220304","1"
"3441_345347","20220305","1"
"3441_345347","20220307","1"
"3441_345347","20220308","1"
"3441_345347","20220309","1"
"3441_345347","20220310","1"
"3441_345347","20220311","1"
"3441_345347","20220312","1"
"3441_345347","20220314","1"
"3441_345347","20220315","1"
"3441_345347","20220316","1"
"3441_345347","20220317","1"
"3441_345347","20220318","1"
"3441_345347","20220319","1"
"3441_345347","20220321","1"
"3441_345347","20220322","1"
"3441_345347","20220323","1"
"3441_345347","20220324","1"
"3441_345347","20220325","1"
"3441_345347","20220326","1"
"3441_345347","20220328","1"
"3441_345347","20220329","1"
"3441_345347","20220330","1"
"3441_345347","20220331","1"
"3441_345348","20220228","1"
"3441_345348","20220301","1"
"3441_345348","20220302","1"
"3441_345348","20220303","1"
"3441_345348","20220304","1"
"3441_345348","20220305","1"
"3441_345348","20220307","1"
"3441_345348","20220308","1"
"3441_345348","20220309","1"
"3441_345348","20220310","1"
"3441_345348","20220311","1"
"3441_345348","20220312","1"
"3441_345348","20220314","1"
"3441_345348","20220315","1"
"3441_345348","20220316","1"
"3441_345348","20220317","1"
"3441_345348","20220318","1"
"3441_345348","20220319","1"
"3441_345348","20220321","1"
"3441_345348","20220322","1"
"3441_345348","20220323","1"
"3441_345348","20220324","1"
"3441_345348","20220325","1"
"3441_345348","20220326","1"
"3441_345348","20220328","1"
"3441_345348","20220329","1"
"3441_345348","20220330","1"
"3441_345348","20220331","1"
"3441_345349","20220228","1"
"3441_345349","20220301","1"
"3441_345349","20220302","1"
"3441_345349","20220303","1"
"3441_345349","20220304","1"
"3441_345349","20220305","1"
"3441_345349","20220307","1"
"3441_345349","20220308","1"
"3441_345349","20220309","1"
"3441_345349","20220310","1"
"3441_345349","20220311","1"
"3441_345349","20220312","1"
"3441_345349","20220314","1"
"3441_345349","20220315","1"
"3441_345349","20220316","1"
"3441_345349","20220317","1"
"3441_345349","20220318","1"
"3441_345349","20220319","1"
"3441_345349","20220321","1"
"3441_345349","20220322","1"
"3441_345349","20220323","1"
"3441_345349","20220324","1"
"3441_345349","20220325","1"
"3441_345349","20220326","1"
"3441_345349","20220328","1"
"3441_345349","20220329","1"
"3441_345349","20220330","1"
"3441_345349","20220331","1"
"3441_345350","20220306","1"
"3441_345350","20220313","1"
"3441_345350","20220320","1"
"3441_345350","20220327","1"
"3441_345351","20220304","1"
"3441_345351","20220311","1"
"3441_345351","20220318","1"
"3441_345351","20220325","1"
"3441_345352","20220228","1"
"3441_345352","20220301","1"
"3441_345352","20220302","1"
"3441_345352","20220303","1"
"3441_345352","20220304","1"
"3441_345352","20220305","1"
"3441_345352","20220307","1"
"3441_345352","20220308","1"
"3441_345352","20220309","1"
"3441_345352","20220310","1"
"3441_345352","20220311","1"
"3441_345352","20220312","1"
"3441_345352","20220314","1"
"3441_345352","20220315","1"
"3441_345352","20220316","1"
"3441_345352","20220317","1"
"3441_345352","20220318","1"
"3441_345352","20220319","1"
"3441_345352","20220321","1"
"3441_345352","20220322","1"
"3441_345352","20220323","1"
"3441_345352","20220324","1"
"3441_345352","20220325","1"
"3441_345352","20220326","1"
"3441_345352","20220328","1"
"3441_345352","20220329","1"
"3441_345352","20220330","1"
"3441_345352","20220331","1"
"3441_345353","20220228","1"
"3441_345353","20220301","1"
"3441_345353","20220302","1"
"3441_345353","20220303","1"
"3441_345353","20220304","1"
"3441_345353","20220305","1"
"3441_345353","20220307","1"
"3441_345353","20220308","1"
"3441_345353","20220309","1"
"3441_345353","20220310","1"
"3441_345353","20220311","1"
"3441_345353","20220312","1"
"3441_345353","20220314","1"
"3441_345353","20220315","1"
"3441_345353","20220316","1"
"3441_345353","20220317","1"
"3441_345353","20220318","1"
"3441_345353","20220319","1"
"3441_345353","20220321","1"
"3441_345353","20220322","1"
"3441_345353","20220323","1"
"3441_345353","20220324","1"
"3441_345353","20220325","1"
"3441_345353","20220326","1"
"3441_345353","20220328","1"
"3441_345353","20220329","1"
"3441_345353","20220330","1"
"3441_345353","20220331","1"
"3441_345354","20220306","1"
"3441_345354","20220313","1"
"3441_345354","20220320","1"
"3441_345354","20220327","1"
"3441_345355","20220228","1"
"3441_345355","20220301","1"
"3441_345355","20220302","1"
"3441_345355","20220303","1"
"3441_345355","20220304","1"
"3441_345355","20220305","1"
"3441_345355","20220307","1"
"3441_345355","20220308","1"
"3441_345355","20220309","1"
"3441_345355","20220310","1"
"3441_345355","20220311","1"
"3441_345355","20220312","1"
"3441_345355","20220314","1"
"3441_345355","20220315","1"
"3441_345355","20220316","1"
"3441_345355","20220317","1"
"3441_345355","20220318","1"
"3441_345355","20220319","1"
"3441_345355","20220321","1"
"3441_345355","20220322","1"
"3441_345355","20220323","1"
"3441_345355","20220324","1"
"3441_345355","20220325","1"
"3441_345355","20220326","1"
"3441_345355","20220328","1"
"3441_345355","20220329","1"
"3441_345355","20220330","1"
"3441_345355","20220331","1"
"3441_345356","20220228","1"
"3441_345356","20220307","1"
"3441_345356","20220314","1"
"3441_345356","20220321","1"
"3441_345356","20220328","1"
"3441_345357","20220228","1"
"3441_345357","20220301","1"
"3441_345357","20220302","1"
"3441_345357","20220303","1"
"3441_345357","20220304","1"
"3441_345357","20220305","1"
"3441_345357","20220307","1"
"3441_345357","20220308","1"
"3441_345357","20220309","1"
"3441_345357","20220310","1"
"3441_345357","20220311","1"
"3441_345357","20220312","1"
"3441_345357","20220314","1"
"3441_345357","20220315","1"
"3441_345357","20220316","1"
"3441_345357","20220317","1"
"3441_345357","20220318","1"
"3441_345357","20220319","1"
"3441_345357","20220321","1"
"3441_345357","20220322","1"
"3441_345357","20220323","1"
"3441_345357","20220324","1"
"3441_345357","20220325","1"
"3441_345357","20220326","1"
"3441_345357","20220328","1"
"3441_345357","20220329","1"
"3441_345357","20220330","1"
"3441_345357","20220331","1"
"3441_345358","20220228","1"
"3441_345358","20220301","1"
"3441_345358","20220302","1"
"3441_345358","20220303","1"
"3441_345358","20220304","1"
"3441_345358","20220305","1"
"3441_345358","20220307","1"
"3441_345358","20220308","1"
"3441_345358","20220309","1"
"3441_345358","20220310","1"
"3441_345358","20220311","1"
"3441_345358","20220312","1"
"3441_345358","20220314","1"
"3441_345358","20220315","1"
"3441_345358","20220316","1"
"3441_345358","20220317","1"
"3441_345358","20220318","1"
"3441_345358","20220319","1"
"3441_345358","20220321","1"
"3441_345358","20220322","1"
"3441_345358","20220323","1"
"3441_345358","20220324","1"
"3441_345358","20220325","1"
"3441_345358","20220326","1"
"3441_345358","20220328","1"
"3441_345358","20220329","1"
"3441_345358","20220330","1"
"3441_345358","20220331","1"
"3441_345359","20220228","1"
"3441_345359","20220301","1"
"3441_345359","20220302","1"
"3441_345359","20220303","1"
"3441_345359","20220304","1"
"3441_345359","20220305","1"
"3441_345359","20220307","1"
"3441_345359","20220308","1"
"3441_345359","20220309","1"
"3441_345359","20220310","1"
"3441_345359","20220311","1"
"3441_345359","20220312","1"
"3441_345359","20220314","1"
"3441_345359","20220315","1"
"3441_345359","20220316","1"
"3441_345359","20220317","1"
"3441_345359","20220318","1"
"3441_345359","20220319","1"
"3441_345359","20220321","1"
"3441_345359","20220322","1"
"3441_345359","20220323","1"
"3441_345359","20220324","1"
"3441_345359","20220325","1"
"3441_345359","20220326","1"
"3441_345359","20220328","1"
"3441_345359","20220329","1"
"3441_345359","20220330","1"
"3441_345359","20220331","1"
"3441_345360","20220228","1"
"3441_345360","20220301","1"
"3441_345360","20220302","1"
"3441_345360","20220303","1"
"3441_345360","20220304","1"
"3441_345360","20220305","1"
"3441_345360","20220307","1"
"3441_345360","20220308","1"
"3441_345360","20220309","1"
"3441_345360","20220310","1"
"3441_345360","20220311","1"
"3441_345360","20220312","1"
"3441_345360","20220314","1"
"3441_345360","20220315","1"
"3441_345360","20220316","1"
"3441_345360","20220317","1"
"3441_345360","20220318","1"
"3441_345360","20220319","1"
"3441_345360","20220321","1"
"3441_345360","20220322","1"
"3441_345360","20220323","1"
"3441_345360","20220324","1"
"3441_345360","20220325","1"
"3441_345360","20220326","1"
"3441_345360","20220328","1"
"3441_345360","20220329","1"
"3441_345360","20220330","1"
"3441_345360","20220331","1"
"3441_345361","20220306","1"
"3441_345361","20220313","1"
"3441_345361","20220320","1"
"3441_345361","20220327","1"
"3441_345362","20220228","1"
"3441_345362","20220301","1"
"3441_345362","20220302","1"
"3441_345362","20220303","1"
"3441_345362","20220304","1"
"3441_345362","20220305","1"
"3441_345362","20220306","1"
"3441_345362","20220307","1"
"3441_345362","20220308","1"
"3441_345362","20220309","1"
"3441_345362","20220310","1"
"3441_345362","20220311","1"
"3441_345362","20220312","1"
"3441_345362","20220313","1"
"3441_345362","20220314","1"
"3441_345362","20220315","1"
"3441_345362","20220316","1"
"3441_345362","20220317","1"
"3441_345362","20220318","1"
"3441_345362","20220319","1"
"3441_345362","20220320","1"
"3441_345362","20220321","1"
"3441_345362","20220322","1"
"3441_345362","20220323","1"
"3441_345362","20220324","1"
"3441_345362","20220325","1"
"3441_345362","20220326","1"
"3441_345362","20220327","1"
"3441_345362","20220328","1"
"3441_345362","20220329","1"
"3441_345362","20220330","1"
"3441_345362","20220331","1"
"3441_345363","20220228","1"
"3441_345363","20220301","1"
"3441_345363","20220302","1"
"3441_345363","20220303","1"
"3441_345363","20220304","1"
"3441_345363","20220305","1"
"3441_345363","20220307","1"
"3441_345363","20220308","1"
"3441_345363","20220309","1"
"3441_345363","20220310","1"
"3441_345363","20220311","1"
"3441_345363","20220312","1"
"3441_345363","20220314","1"
"3441_345363","20220315","1"
"3441_345363","20220316","1"
"3441_345363","20220317","1"
"3441_345363","20220318","1"
"3441_345363","20220319","1"
"3441_345363","20220321","1"
"3441_345363","20220322","1"
"3441_345363","20220323","1"
"3441_345363","20220324","1"
"3441_345363","20220325","1"
"3441_345363","20220326","1"
"3441_345363","20220328","1"
"3441_345363","20220329","1"
"3441_345363","20220330","1"
"3441_345363","20220331","1"
"3441_345364","20220228","1"
"3441_345364","20220301","1"
"3441_345364","20220302","1"
"3441_345364","20220303","1"
"3441_345364","20220304","1"
"3441_345364","20220305","1"
"3441_345364","20220307","1"
"3441_345364","20220308","1"
"3441_345364","20220309","1"
"3441_345364","20220310","1"
"3441_345364","20220311","1"
"3441_345364","20220312","1"
"3441_345364","20220314","1"
"3441_345364","20220315","1"
"3441_345364","20220316","1"
"3441_345364","20220317","1"
"3441_345364","20220318","1"
"3441_345364","20220319","1"
"3441_345364","20220321","1"
"3441_345364","20220322","1"
"3441_345364","20220323","1"
"3441_345364","20220324","1"
"3441_345364","20220325","1"
"3441_345364","20220326","1"
"3441_345364","20220328","1"
"3441_345364","20220329","1"
"3441_345364","20220330","1"
"3441_345364","20220331","1"
"3441_345365","20220305","1"
"3441_345365","20220312","1"
"3441_345365","20220319","1"
"3441_345365","20220326","1"
"3441_345366","20220228","1"
"3441_345366","20220301","1"
"3441_345366","20220302","1"
"3441_345366","20220303","1"
"3441_345366","20220304","1"
"3441_345366","20220305","1"
"3441_345366","20220307","1"
"3441_345366","20220308","1"
"3441_345366","20220309","1"
"3441_345366","20220310","1"
"3441_345366","20220311","1"
"3441_345366","20220312","1"
"3441_345366","20220314","1"
"3441_345366","20220315","1"
"3441_345366","20220316","1"
"3441_345366","20220317","1"
"3441_345366","20220318","1"
"3441_345366","20220319","1"
"3441_345366","20220321","1"
"3441_345366","20220322","1"
"3441_345366","20220323","1"
"3441_345366","20220324","1"
"3441_345366","20220325","1"
"3441_345366","20220326","1"
"3441_345366","20220328","1"
"3441_345366","20220329","1"
"3441_345366","20220330","1"
"3441_345366","20220331","1"
"3441_345367","20220228","1"
"3441_345367","20220301","1"
"3441_345367","20220302","1"
"3441_345367","20220303","1"
"3441_345367","20220304","1"
"3441_345367","20220305","1"
"3441_345367","20220307","1"
"3441_345367","20220308","1"
"3441_345367","20220309","1"
"3441_345367","20220310","1"
"3441_345367","20220311","1"
"3441_345367","20220312","1"
"3441_345367","20220314","1"
"3441_345367","20220315","1"
"3441_345367","20220316","1"
"3441_345367","20220317","1"
"3441_345367","20220318","1"
"3441_345367","20220319","1"
"3441_345367","20220321","1"
"3441_345367","20220322","1"
"3441_345367","20220323","1"
"3441_345367","20220324","1"
"3441_345367","20220325","1"
"3441_345367","20220326","1"
"3441_345367","20220328","1"
"3441_345367","20220329","1"
"3441_345367","20220330","1"
"3441_345367","20220331","1"
"3441_345368","20220228","1"
"3441_345368","20220301","1"
"3441_345368","20220302","1"
"3441_345368","20220303","1"
"3441_345368","20220307","1"
"3441_345368","20220308","1"
"3441_345368","20220309","1"
"3441_345368","20220310","1"
"3441_345368","20220314","1"
"3441_345368","20220315","1"
"3441_345368","20220316","1"
"3441_345368","20220317","1"
"3441_345368","20220321","1"
"3441_345368","20220322","1"
"3441_345368","20220323","1"
"3441_345368","20220324","1"
"3441_345368","20220328","1"
"3441_345368","20220329","1"
"3441_345368","20220330","1"
"3441_345368","20220331","1"
"3441_345369","20220228","1"
"3441_345369","20220302","1"
"3441_345369","20220304","1"
"3441_345369","20220307","1"
"3441_345369","20220309","1"
"3441_345369","20220311","1"
"3441_345369","20220314","1"
"3441_345369","20220316","1"
"3441_345369","20220318","1"
"3441_345369","20220321","1"
"3441_345369","20220323","1"
"3441_345369","20220325","1"
"3441_345369","20220328","1"
"3441_345369","20220330","1"
"3441_345370","20220228","1"
"3441_345370","20220301","1"
"3441_345370","20220302","1"
"3441_345370","20220303","1"
"3441_345370","20220304","1"
"3441_345370","20220305","1"
"3441_345370","20220307","1"
"3441_345370","20220308","1"
"3441_345370","20220309","1"
"3441_345370","20220310","1"
"3441_345370","20220311","1"
"3441_345370","20220312","1"
"3441_345370","20220314","1"
"3441_345370","20220315","1"
"3441_345370","20220316","1"
"3441_345370","20220317","1"
"3441_345370","20220318","1"
"3441_345370","20220319","1"
"3441_345370","20220321","1"
"3441_345370","20220322","1"
"3441_345370","20220323","1"
"3441_345370","20220324","1"
"3441_345370","20220325","1"
"3441_345370","20220326","1"
"3441_345370","20220328","1"
"3441_345370","20220329","1"
"3441_345370","20220330","1"
"3441_345370","20220331","1"
"3441_345371","20220228","1"
"3441_345371","20220302","1"
"3441_345371","20220304","1"
"3441_345371","20220307","1"
"3441_345371","20220309","1"
"3441_345371","20220311","1"
"3441_345371","20220314","1"
"3441_345371","20220316","1"
"3441_345371","20220318","1"
"3441_345371","20220321","1"
"3441_345371","20220323","1"
"3441_345371","20220325","1"
"3441_345371","20220328","1"
"3441_345371","20220330","1"
"3441_345372","20220301","1"
"3441_345372","20220303","1"
"3441_345372","20220304","1"
"3441_345372","20220308","1"
"3441_345372","20220310","1"
"3441_345372","20220311","1"
"3441_345372","20220315","1"
"3441_345372","20220317","1"
"3441_345372","20220318","1"
"3441_345372","20220322","1"
"3441_345372","20220324","1"
"3441_345372","20220325","1"
"3441_345372","20220329","1"
"3441_345372","20220331","1"
"3441_345373","20220228","1"
"3441_345373","20220302","1"
"3441_345373","20220305","1"
"3441_345373","20220307","1"
"3441_345373","20220309","1"
"3441_345373","20220312","1"
"3441_345373","20220314","1"
"3441_345373","20220316","1"
"3441_345373","20220319","1"
"3441_345373","20220321","1"
"3441_345373","20220323","1"
"3441_345373","20220326","1"
"3441_345373","20220328","1"
"3441_345373","20220330","1"
"3441_345374","20220301","1"
"3441_345374","20220303","1"
"3441_345374","20220308","1"
"3441_345374","20220310","1"
"3441_345374","20220315","1"
"3441_345374","20220317","1"
"3441_345374","20220322","1"
"3441_345374","20220324","1"
"3441_345374","20220329","1"
"3441_345374","20220331","1"
"3441_345375","20220228","1"
"3441_345375","20220302","1"
"3441_345375","20220307","1"
"3441_345375","20220309","1"
"3441_345375","20220314","1"
"3441_345375","20220316","1"
"3441_345375","20220321","1"
"3441_345375","20220323","1"
"3441_345375","20220328","1"
"3441_345375","20220330","1"
"3441_345376","20220228","1"
"3441_345376","20220301","1"
"3441_345376","20220302","1"
"3441_345376","20220303","1"
"3441_345376","20220304","1"
"3441_345376","20220305","1"
"3441_345376","20220307","1"
"3441_345376","20220308","1"
"3441_345376","20220309","1"
"3441_345376","20220310","1"
"3441_345376","20220311","1"
"3441_345376","20220312","1"
"3441_345376","20220314","1"
"3441_345376","20220315","1"
"3441_345376","20220316","1"
"3441_345376","20220317","1"
"3441_345376","20220318","1"
"3441_345376","20220319","1"
"3441_345376","20220321","1"
"3441_345376","20220322","1"
"3441_345376","20220323","1"
"3441_345376","20220324","1"
"3441_345376","20220325","1"
"3441_345376","20220326","1"
"3441_345376","20220328","1"
"3441_345376","20220329","1"
"3441_345376","20220330","1"
"3441_345376","20220331","1"
"3441_345377","20220228","1"
"3441_345377","20220302","1"
"3441_345377","20220304","1"
"3441_345377","20220305","1"
"3441_345377","20220307","1"
"3441_345377","20220309","1"
"3441_345377","20220311","1"
"3441_345377","20220312","1"
"3441_345377","20220314","1"
"3441_345377","20220316","1"
"3441_345377","20220318","1"
"3441_345377","20220319","1"
"3441_345377","20220321","1"
"3441_345377","20220323","1"
"3441_345377","20220325","1"
"3441_345377","20220326","1"
"3441_345377","20220328","1"
"3441_345377","20220330","1"
"3441_345378","20220228","1"
"3441_345378","20220301","1"
"3441_345378","20220302","1"
"3441_345378","20220303","1"
"3441_345378","20220304","1"
"3441_345378","20220305","1"
"3441_345378","20220307","1"
"3441_345378","20220308","1"
"3441_345378","20220309","1"
"3441_345378","20220310","1"
"3441_345378","20220311","1"
"3441_345378","20220312","1"
"3441_345378","20220314","1"
"3441_345378","20220315","1"
"3441_345378","20220316","1"
"3441_345378","20220317","1"
"3441_345378","20220318","1"
"3441_345378","20220319","1"
"3441_345378","20220321","1"
"3441_345378","20220322","1"
"3441_345378","20220323","1"
"3441_345378","20220324","1"
"3441_345378","20220325","1"
"3441_345378","20220326","1"
"3441_345378","20220328","1"
"3441_345378","20220329","1"
"3441_345378","20220330","1"
"3441_345378","20220331","1"
"3441_345379","20220228","1"
"3441_345379","20220301","1"
"3441_345379","20220302","1"
"3441_345379","20220303","1"
"3441_345379","20220304","1"
"3441_345379","20220305","1"
"3441_345379","20220307","1"
"3441_345379","20220308","1"
"3441_345379","20220309","1"
"3441_345379","20220310","1"
"3441_345379","20220311","1"
"3441_345379","20220312","1"
"3441_345379","20220314","1"
"3441_345379","20220315","1"
"3441_345379","20220316","1"
"3441_345379","20220317","1"
"3441_345379","20220318","1"
"3441_345379","20220319","1"
"3441_345379","20220321","1"
"3441_345379","20220322","1"
"3441_345379","20220323","1"
"3441_345379","20220324","1"
"3441_345379","20220325","1"
"3441_345379","20220326","1"
"3441_345379","20220328","1"
"3441_345379","20220329","1"
"3441_345379","20220330","1"
"3441_345379","20220331","1"
"3441_345380","20220302","1"
"3441_345380","20220309","1"
"3441_345380","20220316","1"
"3441_345380","20220323","1"
"3441_345380","20220330","1"
"3441_345381","20220301","1"
"3441_345381","20220302","1"
"3441_345381","20220303","1"
"3441_345381","20220308","1"
"3441_345381","20220309","1"
"3441_345381","20220310","1"
"3441_345381","20220315","1"
"3441_345381","20220316","1"
"3441_345381","20220317","1"
"3441_345381","20220322","1"
"3441_345381","20220323","1"
"3441_345381","20220324","1"
"3441_345381","20220329","1"
"3441_345381","20220330","1"
"3441_345381","20220331","1"
"3441_345382","20220228","1"
"3441_345382","20220307","1"
"3441_345382","20220314","1"
"3441_345382","20220321","1"
"3441_345382","20220328","1"
"3441_345383","20220228","1"
"3441_345383","20220301","1"
"3441_345383","20220303","1"
"3441_345383","20220307","1"
"3441_345383","20220308","1"
"3441_345383","20220310","1"
"3441_345383","20220314","1"
"3441_345383","20220315","1"
"3441_345383","20220317","1"
"3441_345383","20220321","1"
"3441_345383","20220322","1"
"3441_345383","20220324","1"
"3441_345383","20220328","1"
"3441_345383","20220329","1"
"3441_345383","20220331","1"
"3441_345384","20220228","1"
"3441_345384","20220302","1"
"3441_345384","20220304","1"
"3441_345384","20220307","1"
"3441_345384","20220309","1"
"3441_345384","20220311","1"
"3441_345384","20220314","1"
"3441_345384","20220316","1"
"3441_345384","20220318","1"
"3441_345384","20220321","1"
"3441_345384","20220323","1"
"3441_345384","20220325","1"
"3441_345384","20220328","1"
"3441_345384","20220330","1"
"3441_345385","20220228","1"
"3441_345385","20220301","1"
"3441_345385","20220302","1"
"3441_345385","20220303","1"
"3441_345385","20220304","1"
"3441_345385","20220305","1"
"3441_345385","20220307","1"
"3441_345385","20220308","1"
"3441_345385","20220309","1"
"3441_345385","20220310","1"
"3441_345385","20220311","1"
"3441_345385","20220312","1"
"3441_345385","20220314","1"
"3441_345385","20220315","1"
"3441_345385","20220316","1"
"3441_345385","20220317","1"
"3441_345385","20220318","1"
"3441_345385","20220319","1"
"3441_345385","20220321","1"
"3441_345385","20220322","1"
"3441_345385","20220323","1"
"3441_345385","20220324","1"
"3441_345385","20220325","1"
"3441_345385","20220326","1"
"3441_345385","20220328","1"
"3441_345385","20220329","1"
"3441_345385","20220330","1"
"3441_345385","20220331","1"
"3441_345386","20220228","1"
"3441_345386","20220301","1"
"3441_345386","20220302","1"
"3441_345386","20220303","1"
"3441_345386","20220304","1"
"3441_345386","20220307","1"
"3441_345386","20220308","1"
"3441_345386","20220309","1"
"3441_345386","20220310","1"
"3441_345386","20220311","1"
"3441_345386","20220314","1"
"3441_345386","20220315","1"
"3441_345386","20220316","1"
"3441_345386","20220317","1"
"3441_345386","20220318","1"
"3441_345386","20220321","1"
"3441_345386","20220322","1"
"3441_345386","20220323","1"
"3441_345386","20220324","1"
"3441_345386","20220325","1"
"3441_345386","20220328","1"
"3441_345386","20220329","1"
"3441_345386","20220330","1"
"3441_345386","20220331","1"
"3441_345387","20220228","1"
"3441_345387","20220301","1"
"3441_345387","20220302","1"
"3441_345387","20220303","1"
"3441_345387","20220304","1"
"3441_345387","20220305","1"
"3441_345387","20220307","1"
"3441_345387","20220308","1"
"3441_345387","20220309","1"
"3441_345387","20220310","1"
"3441_345387","20220311","1"
"3441_345387","20220312","1"
"3441_345387","20220314","1"
"3441_345387","20220315","1"
"3441_345387","20220316","1"
"3441_345387","20220317","1"
"3441_345387","20220318","1"
"3441_345387","20220319","1"
"3441_345387","20220321","1"
"3441_345387","20220322","1"
"3441_345387","20220323","1"
"3441_345387","20220324","1"
"3441_345387","20220325","1"
"3441_345387","20220326","1"
"3441_345387","20220328","1"
"3441_345387","20220329","1"
"3441_345387","20220330","1"
"3441_345387","20220331","1"
"3441_345388","20220228","1"
"3441_345388","20220301","1"
"3441_345388","20220302","1"
"3441_345388","20220303","1"
"3441_345388","20220304","1"
"3441_345388","20220307","1"
"3441_345388","20220308","1"
"3441_345388","20220309","1"
"3441_345388","20220310","1"
"3441_345388","20220311","1"
"3441_345388","20220314","1"
"3441_345388","20220315","1"
"3441_345388","20220316","1"
"3441_345388","20220317","1"
"3441_345388","20220318","1"
"3441_345388","20220321","1"
"3441_345388","20220322","1"
"3441_345388","20220323","1"
"3441_345388","20220324","1"
"3441_345388","20220325","1"
"3441_345388","20220328","1"
"3441_345388","20220329","1"
"3441_345388","20220330","1"
"3441_345388","20220331","1"
"3441_345389","20220305","1"
"3441_345389","20220312","1"
"3441_345389","20220319","1"
"3441_345389","20220326","1"
"3441_345390","20220228","1"
"3441_345390","20220301","1"
"3441_345390","20220302","1"
"3441_345390","20220303","1"
"3441_345390","20220304","1"
"3441_345390","20220305","1"
"3441_345390","20220307","1"
"3441_345390","20220308","1"
"3441_345390","20220309","1"
"3441_345390","20220310","1"
"3441_345390","20220311","1"
"3441_345390","20220312","1"
"3441_345390","20220314","1"
"3441_345390","20220315","1"
"3441_345390","20220316","1"
"3441_345390","20220317","1"
"3441_345390","20220318","1"
"3441_345390","20220319","1"
"3441_345390","20220321","1"
"3441_345390","20220322","1"
"3441_345390","20220323","1"
"3441_345390","20220324","1"
"3441_345390","20220325","1"
"3441_345390","20220326","1"
"3441_345390","20220328","1"
"3441_345390","20220329","1"
"3441_345390","20220330","1"
"3441_345390","20220331","1"
"3441_345391","20220228","1"
"3441_345391","20220301","1"
"3441_345391","20220302","1"
"3441_345391","20220303","1"
"3441_345391","20220304","1"
"3441_345391","20220307","1"
"3441_345391","20220308","1"
"3441_345391","20220309","1"
"3441_345391","20220310","1"
"3441_345391","20220311","1"
"3441_345391","20220314","1"
"3441_345391","20220315","1"
"3441_345391","20220316","1"
"3441_345391","20220317","1"
"3441_345391","20220318","1"
"3441_345391","20220321","1"
"3441_345391","20220322","1"
"3441_345391","20220323","1"
"3441_345391","20220324","1"
"3441_345391","20220325","1"
"3441_345391","20220328","1"
"3441_345391","20220329","1"
"3441_345391","20220330","1"
"3441_345391","20220331","1"
"3441_345392","20220228","1"
"3441_345392","20220301","1"
"3441_345392","20220302","1"
"3441_345392","20220303","1"
"3441_345392","20220304","1"
"3441_345392","20220305","1"
"3441_345392","20220307","1"
"3441_345392","20220308","1"
"3441_345392","20220309","1"
"3441_345392","20220310","1"
"3441_345392","20220311","1"
"3441_345392","20220312","1"
"3441_345392","20220314","1"
"3441_345392","20220315","1"
"3441_345392","20220316","1"
"3441_345392","20220317","1"
"3441_345392","20220318","1"
"3441_345392","20220319","1"
"3441_345392","20220321","1"
"3441_345392","20220322","1"
